"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"140","oei_928","grabsample","membrane",22,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,36,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"141","oei_921","grabsample","membrane",34,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,45,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"142","oei_909","grabsample","membrane",71,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,36,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"143","oei_915","grabsample","membrane",2420,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,1900,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"144","oei_1461","grabsample","membrane",6210,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,1640,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"145","oei_1451","grabsample","membrane",460,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,745,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"146","oei_1449","grabsample","membrane",3630,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,9000,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"147","oei_1453","grabsample","membrane",921,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,1300,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"148","oei_1443","grabsample","membrane",411,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,440,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"149","oei_1455","grabsample","membrane",3630,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,1770,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"150","oei_1459","grabsample","membrane",690,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,1450,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"151","oei_1480","grabsample","membrane",68,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,82,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"152","oei_1490","grabsample","membrane",57,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,118,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"153","oei_1488","grabsample","membrane",71,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,100,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"154","oei_1482","grabsample","membrane",96,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,82,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"155","oei_1478","grabsample","membrane",3630,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,2400,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"156","oei_1484","grabsample","membrane",121,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,73,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"157","oei_1472","grabsample","membrane",52,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,54,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"158","oei_1511","grabsample","membrane",816,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,700,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"159","oei_1519","grabsample","membrane",10460,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,5500,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"160","oei_1507","grabsample","membrane",3630,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,9000,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"161","oei_1501","grabsample","membrane",272,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,510,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"162","oei_1513","grabsample","membrane",1986,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,2100,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"163","oei_1517","grabsample","membrane",759,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,1000,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"164","oei_1509","grabsample","membrane",403,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,510,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"165","oei_1531","grabsample","membrane",770,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,800,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"166","oei_1545","grabsample","membrane",3630,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,4200,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"167","oei_1541","grabsample","membrane",1095,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,1500,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"168","oei_1543","grabsample","membrane",1414,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,900,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"169","oei_1551","grabsample","membrane",14520,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,12000,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"170","oei_1549","grabsample","membrane",913,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,1270,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"171","oei_1539","grabsample","membrane",3630,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,2700,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"172","oei_1757","grabsample","membrane",62,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,54,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"173","oei_1751","grabsample","membrane",81,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,45,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"174","oei_1747","grabsample","membrane",261,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,270,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"175","oei_1745","grabsample","membrane",238,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,260,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"176","oei_1739","grabsample","membrane",192,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,290,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"177","oei_1749","grabsample","membrane",135,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,164,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"178","oei_1755","grabsample","membrane",28,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,45,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"179","oei_1579","grabsample","membrane",2318,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,1820,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"180","oei_1575","grabsample","membrane",3630,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,9000,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"181","oei_1571","grabsample","membrane",770,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,700,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"182","oei_1573","grabsample","membrane",1120,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,845,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"183","oei_1581","grabsample","membrane",2750,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,2300,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"184","oei_1569","grabsample","membrane",1733,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,2000,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"185","oei_1563","grabsample","membrane",649,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,540,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"186","oei_1658","grabsample","membrane",1120,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,100,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"187","oei_1650","grabsample","membrane",84,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,182,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"188","oei_1660","grabsample","membrane",45,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,45,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"189","oei_1668","grabsample","membrane",210,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,240,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"190","oei_1656","grabsample","membrane",291,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,350,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"191","oei_1666","grabsample","membrane",66,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,64,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"192","oei_1662","grabsample","membrane",866,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,764,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"193","oei_1780","grabsample","membrane",52,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,64,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"194","oei_1776","grabsample","membrane",54,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,54,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"195","oei_1784","grabsample","membrane",34,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,82,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"196","oei_1768","grabsample","membrane",435,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,400,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"197","oei_1774","grabsample","membrane",579,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,845,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"198","oei_1786","grabsample","membrane",54,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,73,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"199","oei_1778","grabsample","membrane",41,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,82,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"200","oei_2663","grabsample","membrane",3630,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,7000,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"201","oei_2676","grabsample","membrane",88,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,182,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"202","oei_2678","grabsample","membrane",345,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,320,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"203","oei_2667","grabsample","membrane",115,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,182,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"204","oei_2655","grabsample","membrane",147,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,145,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"205","oei_2665","grabsample","membrane",176,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,200,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"206","oei_2669","grabsample","membrane",152,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,154,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"207","oei_2761","grabsample","membrane",186,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,818,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"208","oei_2757","grabsample","membrane",236,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,270,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"209","oei_2745","grabsample","membrane",160,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,164,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"210","oei_2751","grabsample","membrane",3630,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,9000,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"211","oei_2755","grabsample","membrane",91,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,109,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"212","oei_2753","grabsample","membrane",46,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,73,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"213","oei_2763","grabsample","membrane",90,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,50,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"214","oei_1610","grabsample","membrane",613,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,550,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"215","oei_1602","grabsample","membrane",579,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,709,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"216","oei_1598","grabsample","membrane",411,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,380,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"217","oei_1592","grabsample","membrane",649,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,400,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"218","oei_1600","grabsample","membrane",980,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,540,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"219","oei_1608","grabsample","membrane",345,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,100,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"220","oei_1604","grabsample","membrane",687,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,800,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"221","oei_2724","grabsample","membrane",131,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,230,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"222","oei_2722","grabsample","membrane",435,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,645,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"223","oei_2732","grabsample","membrane",24,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,145,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"224","oei_2734","grabsample","membrane",44,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,9,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"225","oei_2728","grabsample","membrane",34,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,27,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"226","oei_2726","grabsample","membrane",53,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,27,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"227","oei_2716","grabsample","membrane",214,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,280,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"228","oei_1344","grabsample","membrane",172,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,360,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"229","oei_1335","grabsample","membrane",326,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,900,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"230","oei_1333","grabsample","membrane",579,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,550,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"231","oei_1331","grabsample","membrane",488,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,560,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"232","oei_1337","grabsample","membrane",727,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,809,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"233","oei_1346","grabsample","membrane",228,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,310,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"234","oei_1323","grabsample","membrane",365,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,460,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"235","oei_1835","grabsample","membrane",56,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,82,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"236","oei_1823","grabsample","membrane",517,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,600,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"237","oei_1827","grabsample","membrane",33,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,18,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"238","oei_1825","grabsample","membrane",23,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,27,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"239","oei_1817","grabsample","membrane",36,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,27,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"240","oei_1833","grabsample","membrane",96,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,27,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"241","oei_1829","grabsample","membrane",68,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,64,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"242","oei_1854","grabsample","membrane",27,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,18,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"243","oei_1852","grabsample","membrane",1553,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,2700,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"244","oei_1864","grabsample","membrane",51,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,91,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
"245","oei_1862","grabsample","membrane",86,"sm9222g","membranefiltration","membranefiltration",NA,NA,NA,NA,91,"sm9222d","sm9222","membranefiltration",NA,NA,NA,NA
