"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc"
"1137","bes_1322","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1138","bes_1321","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1139","bes_1357","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1140","bes_1323","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1141","bes_1330","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1142","bes_1314","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1143","bes_1315","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1144","bes_639","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1145","bes_640","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1146","bes_641","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1147","bes_634","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1148","bes_646","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1149","bes_653","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1150","bes_632","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1151","bes_633","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1152","bes_631","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1153","bes_110","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1154","bes_114","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1155","bes_113","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1156","bes_117","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1157","bes_118","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1158","bes_116","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1159","bes_111","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1160","bes_115","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1161","bes_112","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1162","bes_1532","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1163","bes_1533","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1164","bes_1526","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1165","bes_1529","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1166","bes_1528","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1167","bes_1525","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1168","bes_1527","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1169","bes_1530","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1170","bes_1531","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1171","bes_331","grabsample","none",1120,"coliscanEasygel","directplating","directplating"
"1172","bes_1099","grabsample","none",560,"coliscanEasygel","directplating","directplating"
"1173","bes_1098","grabsample","none",520,"coliscanEasygel","directplating","directplating"
"1174","bes_1133","grabsample","none",240,"coliscanEasygel","directplating","directplating"
"1175","bes_1377","grabsample","none",240,"coliscanEasygel","directplating","directplating"
"1176","bes_865","grabsample","none",880,"coliscanEasygel","directplating","directplating"
"1177","bes_910","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1178","bes_163","grabsample","none",240,"coliscanEasygel","directplating","directplating"
"1179","bes_1540","grabsample","none",34,"coliscanEasygel","directplating","directplating"
"1180","bes_902","grabsample","none",9677,"coliscanEasygel","directplating","directplating"
"1181","bes_536","grabsample","none",7300,"coliscanEasygel","directplating","directplating"
"1182","bes_372","grabsample","none",0.854,"coliscanEasygel","directplating","directplating"
"1183","bes_578","grabsample","none",44000,"coliscanEasygel","directplating","directplating"
"1184","bes_576","grabsample","none",31000,"coliscanEasygel","directplating","directplating"
"1185","bes_491","grabsample","none",3000,"coliscanEasygel","directplating","directplating"
"1186","bes_478","grabsample","none",2400,"coliscanEasygel","directplating","directplating"
"1187","bes_561","grabsample","none",19000,"coliscanEasygel","directplating","directplating"
"1188","bes_534","grabsample","none",7200,"coliscanEasygel","directplating","directplating"
"1189","bes_489","grabsample","none",2900,"coliscanEasygel","directplating","directplating"
"1190","bes_453","grabsample","none",1300,"coliscanEasygel","directplating","directplating"
"1191","bes_570","grabsample","none",24000,"coliscanEasygel","directplating","directplating"
"1192","bes_1205","grabsample","none",105000,"coliscanEasygel","directplating","directplating"
"1193","bes_495","grabsample","none",3200,"coliscanEasygel","directplating","directplating"
"1194","bes_433","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1195","bes_565","grabsample","none",20000,"coliscanEasygel","directplating","directplating"
"1196","bes_526","grabsample","none",6100,"coliscanEasygel","directplating","directplating"
"1197","bes_503","grabsample","none",4000,"coliscanEasygel","directplating","directplating"
"1198","bes_470","grabsample","none",2000,"coliscanEasygel","directplating","directplating"
"1199","bes_498","grabsample","none",3500,"coliscanEasygel","directplating","directplating"
"1200","bes_448","grabsample","none",1100,"coliscanEasygel","directplating","directplating"
"1201","bes_496","grabsample","none",3200,"coliscanEasygel","directplating","directplating"
"1202","bes_529","grabsample","none",6800,"coliscanEasygel","directplating","directplating"
"1203","bes_481","grabsample","none",2500,"coliscanEasygel","directplating","directplating"
"1204","bes_505","grabsample","none",4400,"coliscanEasygel","directplating","directplating"
"1205","bes_569","grabsample","none",23000,"coliscanEasygel","directplating","directplating"
"1206","bes_581","grabsample","none",59000,"coliscanEasygel","directplating","directplating"
"1207","bes_449","grabsample","none",1200,"coliscanEasygel","directplating","directplating"
"1208","bes_523","grabsample","none",5700,"coliscanEasygel","directplating","directplating"
"1209","bes_551","grabsample","none",14000,"coliscanEasygel","directplating","directplating"
"1210","bes_562","grabsample","none",19000,"coliscanEasygel","directplating","directplating"
"1211","bes_572","grabsample","none",28000,"coliscanEasygel","directplating","directplating"
"1212","bes_466","grabsample","none",1800,"coliscanEasygel","directplating","directplating"
"1213","bes_538","grabsample","none",7900,"coliscanEasygel","directplating","directplating"
"1214","bes_509","grabsample","none",4500,"coliscanEasygel","directplating","directplating"
"1215","bes_574","grabsample","none",30000,"coliscanEasygel","directplating","directplating"
"1216","bes_511","grabsample","none",4500,"coliscanEasygel","directplating","directplating"
"1217","bes_527","grabsample","none",6200,"coliscanEasygel","directplating","directplating"
"1218","bes_467","grabsample","none",1800,"coliscanEasygel","directplating","directplating"
"1219","bes_472","grabsample","none",2100,"coliscanEasygel","directplating","directplating"
"1220","bes_549","grabsample","none",12000,"coliscanEasygel","directplating","directplating"
"1221","bes_443","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"1222","bes_514","grabsample","none",4600,"coliscanEasygel","directplating","directplating"
"1223","bes_454","grabsample","none",1300,"coliscanEasygel","directplating","directplating"
"1224","bes_577","grabsample","none",36000,"coliscanEasygel","directplating","directplating"
"1225","bes_543","grabsample","none",8500,"coliscanEasygel","directplating","directplating"
"1226","bes_518","grabsample","none",5000,"coliscanEasygel","directplating","directplating"
"1227","bes_475","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"1228","bes_571","grabsample","none",24000,"coliscanEasygel","directplating","directplating"
"1229","bes_510","grabsample","none",4500,"coliscanEasygel","directplating","directplating"
"1230","bes_479","grabsample","none",2400,"coliscanEasygel","directplating","directplating"
"1231","bes_552","grabsample","none",14000,"coliscanEasygel","directplating","directplating"
"1232","bes_547","grabsample","none",11000,"coliscanEasygel","directplating","directplating"
"1233","bes_583","grabsample","none",75000,"coliscanEasygel","directplating","directplating"
"1234","bes_566","grabsample","none",20000,"coliscanEasygel","directplating","directplating"
"1235","bes_567","grabsample","none",20000,"coliscanEasygel","directplating","directplating"
"1236","bes_579","grabsample","none",44000,"coliscanEasygel","directplating","directplating"
"1237","bes_537","grabsample","none",7300,"coliscanEasygel","directplating","directplating"
"1238","bes_553","grabsample","none",14000,"coliscanEasygel","directplating","directplating"
"1239","bes_1200","grabsample","none",46000,"coliscanEasygel","directplating","directplating"
"1240","bes_531","grabsample","none",7000,"coliscanEasygel","directplating","directplating"
"1241","bes_456","grabsample","none",1400,"coliscanEasygel","directplating","directplating"
"1242","bes_544","grabsample","none",9000,"coliscanEasygel","directplating","directplating"
"1243","bes_515","grabsample","none",4700,"coliscanEasygel","directplating","directplating"
"1244","bes_483","grabsample","none",2700,"coliscanEasygel","directplating","directplating"
"1245","bes_368","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1246","bes_482","grabsample","none",2600,"coliscanEasygel","directplating","directplating"
"1247","bes_476","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"1248","bes_506","grabsample","none",4400,"coliscanEasygel","directplating","directplating"
"1249","bes_535","grabsample","none",7200,"coliscanEasygel","directplating","directplating"
"1250","bes_485","grabsample","none",2700,"coliscanEasygel","directplating","directplating"
"1251","bes_542","grabsample","none",8200,"coliscanEasygel","directplating","directplating"
"1252","bes_554","grabsample","none",14000,"coliscanEasygel","directplating","directplating"
"1253","bes_427","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"1254","bes_520","grabsample","none",5000,"coliscanEasygel","directplating","directplating"
"1255","bes_425","grabsample","none",520,"coliscanEasygel","directplating","directplating"
"1256","bes_460","grabsample","none",1500,"coliscanEasygel","directplating","directplating"
"1257","bes_402","grabsample","none",160,"coliscanEasygel","directplating","directplating"
"1258","bes_487","grabsample","none",2800,"coliscanEasygel","directplating","directplating"
"1259","bes_463","grabsample","none",1600,"coliscanEasygel","directplating","directplating"
"1260","bes_434","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1261","bes_541","grabsample","none",8000,"coliscanEasygel","directplating","directplating"
"1262","bes_497","grabsample","none",3300,"coliscanEasygel","directplating","directplating"
"1263","bes_484","grabsample","none",2700,"coliscanEasygel","directplating","directplating"
"1264","bes_540","grabsample","none",8000,"coliscanEasygel","directplating","directplating"
"1265","bes_513","grabsample","none",4500,"coliscanEasygel","directplating","directplating"
"1266","bes_519","grabsample","none",5000,"coliscanEasygel","directplating","directplating"
"1267","bes_575","grabsample","none",30000,"coliscanEasygel","directplating","directplating"
"1268","bes_492","grabsample","none",3000,"coliscanEasygel","directplating","directplating"
"1269","bes_477","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"1270","bes_555","grabsample","none",15000,"coliscanEasygel","directplating","directplating"
"1271","bes_426","grabsample","none",540,"coliscanEasygel","directplating","directplating"
"1272","bes_539","grabsample","none",8000,"coliscanEasygel","directplating","directplating"
"1273","bes_421","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1274","bes_533","grabsample","none",7100,"coliscanEasygel","directplating","directplating"
"1275","bes_486","grabsample","none",2700,"coliscanEasygel","directplating","directplating"
"1276","bes_545","grabsample","none",9000,"coliscanEasygel","directplating","directplating"
"1277","bes_559","grabsample","none",16000,"coliscanEasygel","directplating","directplating"
"1278","bes_455","grabsample","none",1300,"coliscanEasygel","directplating","directplating"
"1279","bes_521","grabsample","none",5100,"coliscanEasygel","directplating","directplating"
"1280","bes_501","grabsample","none",3800,"coliscanEasygel","directplating","directplating"
"1281","bes_499","grabsample","none",3600,"coliscanEasygel","directplating","directplating"
"1282","bes_512","grabsample","none",4500,"coliscanEasygel","directplating","directplating"
"1283","bes_459","grabsample","none",1500,"coliscanEasygel","directplating","directplating"
"1284","bes_450","grabsample","none",1200,"coliscanEasygel","directplating","directplating"
"1285","bes_516","grabsample","none",4900,"coliscanEasygel","directplating","directplating"
"1286","bes_558","grabsample","none",16000,"coliscanEasygel","directplating","directplating"
"1287","bes_550","grabsample","none",13000,"coliscanEasygel","directplating","directplating"
"1288","bes_504","grabsample","none",4300,"coliscanEasygel","directplating","directplating"
"1289","bes_522","grabsample","none",5600,"coliscanEasygel","directplating","directplating"
"1290","bes_444","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"1291","bes_517","grabsample","none",4900,"coliscanEasygel","directplating","directplating"
"1292","bes_573","grabsample","none",28000,"coliscanEasygel","directplating","directplating"
"1293","bes_556","grabsample","none",15000,"coliscanEasygel","directplating","directplating"
"1294","bes_494","grabsample","none",3100,"coliscanEasygel","directplating","directplating"
"1295","bes_507","grabsample","none",4400,"coliscanEasygel","directplating","directplating"
"1296","bes_530","grabsample","none",6900,"coliscanEasygel","directplating","directplating"
"1297","bes_471","grabsample","none",2000,"coliscanEasygel","directplating","directplating"
"1298","bes_548","grabsample","none",11000,"coliscanEasygel","directplating","directplating"
"1299","bes_524","grabsample","none",5800,"coliscanEasygel","directplating","directplating"
"1300","bes_584","grabsample","none",90000,"coliscanEasygel","directplating","directplating"
"1301","bes_563","grabsample","none",19000,"coliscanEasygel","directplating","directplating"
"1302","bes_580","grabsample","none",47000,"coliscanEasygel","directplating","directplating"
"1303","bes_461","grabsample","none",1500,"coliscanEasygel","directplating","directplating"
"1304","bes_451","grabsample","none",1200,"coliscanEasygel","directplating","directplating"
"1305","bes_440","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"1306","bes_560","grabsample","none",16000,"coliscanEasygel","directplating","directplating"
"1307","bes_468","grabsample","none",1900,"coliscanEasygel","directplating","directplating"
"1308","bes_528","grabsample","none",6600,"coliscanEasygel","directplating","directplating"
"1309","bes_409","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1310","bes_532","grabsample","none",7000,"coliscanEasygel","directplating","directplating"
"1311","bes_480","grabsample","none",2400,"coliscanEasygel","directplating","directplating"
"1312","bes_465","grabsample","none",1600,"coliscanEasygel","directplating","directplating"
"1313","bes_473","grabsample","none",2100,"coliscanEasygel","directplating","directplating"
"1314","bes_464","grabsample","none",1600,"coliscanEasygel","directplating","directplating"
"1315","bes_585","grabsample","none",160000,"coliscanEasygel","directplating","directplating"
"1316","bes_493","grabsample","none",3000,"coliscanEasygel","directplating","directplating"
"1317","bes_462","grabsample","none",1500,"coliscanEasygel","directplating","directplating"
"1318","bes_582","grabsample","none",71000,"coliscanEasygel","directplating","directplating"
"1319","bes_568","grabsample","none",22000,"coliscanEasygel","directplating","directplating"
"1320","bes_502","grabsample","none",3800,"coliscanEasygel","directplating","directplating"
"1321","bes_1208","grabsample","none",140000,"coliscanEasygel","directplating","directplating"
"1322","bes_927","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1323","bes_967","grabsample","none",1300,"coliscanEasygel","directplating","directplating"
"1324","bes_1199","grabsample","none",40000,"coliscanEasygel","directplating","directplating"
"1325","bes_934","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1326","bes_1193","grabsample","none",30000,"coliscanEasygel","directplating","directplating"
"1327","bes_1211","grabsample","none",170000,"coliscanEasygel","directplating","directplating"
"1328","bes_1204","grabsample","none",1e+05,"coliscanEasygel","directplating","directplating"
"1329","bes_972","grabsample","none",2100,"coliscanEasygel","directplating","directplating"
"1330","bes_980","grabsample","none",3000,"coliscanEasygel","directplating","directplating"
"1331","bes_964","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"1332","bes_1209","grabsample","none",150000,"coliscanEasygel","directplating","directplating"
"1333","bes_1213","grabsample","none",3e+05,"coliscanEasygel","directplating","directplating"
"1334","bes_978","grabsample","none",2900,"coliscanEasygel","directplating","directplating"
"1335","bes_947","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1336","bes_963","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"1337","bes_1207","grabsample","none",130000,"coliscanEasygel","directplating","directplating"
"1338","bes_965","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"1339","bes_926","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1340","bes_975","grabsample","none",2400,"coliscanEasygel","directplating","directplating"
"1341","bes_1216","grabsample","none",510000,"coliscanEasygel","directplating","directplating"
"1342","bes_1202","grabsample","none",70000,"coliscanEasygel","directplating","directplating"
"1343","bes_979","grabsample","none",2900,"coliscanEasygel","directplating","directplating"
"1344","bes_935","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1345","bes_1212","grabsample","none",280000,"coliscanEasygel","directplating","directplating"
"1346","bes_977","grabsample","none",2700,"coliscanEasygel","directplating","directplating"
"1347","bes_986","grabsample","none",8000,"coliscanEasygel","directplating","directplating"
"1348","bes_983","grabsample","none",4400,"coliscanEasygel","directplating","directplating"
"1349","bes_1215","grabsample","none",420000,"coliscanEasygel","directplating","directplating"
"1350","bes_1196","grabsample","none",33000,"coliscanEasygel","directplating","directplating"
"1351","bes_928","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1352","bes_925","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1353","bes_1210","grabsample","none",170000,"coliscanEasygel","directplating","directplating"
"1354","bes_1176","grabsample","none",6500,"coliscanEasygel","directplating","directplating"
"1355","bes_1137","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1356","bes_929","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1357","bes_1203","grabsample","none",1e+05,"coliscanEasygel","directplating","directplating"
"1358","bes_914","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1359","bes_1206","grabsample","none",110000,"coliscanEasygel","directplating","directplating"
"1360","bes_974","grabsample","none",2300,"coliscanEasygel","directplating","directplating"
"1361","bes_969","grabsample","none",1700,"coliscanEasygel","directplating","directplating"
"1362","bes_976","grabsample","none",2500,"coliscanEasygel","directplating","directplating"
"1363","bes_954","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1364","bes_913","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1365","bes_1194","grabsample","none",31000,"coliscanEasygel","directplating","directplating"
"1366","bes_1214","grabsample","none",410000,"coliscanEasygel","directplating","directplating"
"1367","bes_1149","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"1368","bes_1160","grabsample","none",3200,"coliscanEasygel","directplating","directplating"
"1369","bes_1150","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"1370","bes_970","grabsample","none",1800,"coliscanEasygel","directplating","directplating"
"1371","bes_1142","grabsample","none",1200,"coliscanEasygel","directplating","directplating"
"1372","bes_1180","grabsample","none",9000,"coliscanEasygel","directplating","directplating"
"1373","bes_1178","grabsample","none",7100,"coliscanEasygel","directplating","directplating"
"1374","bes_933","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1375","bes_1136","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1376","bes_1184","grabsample","none",12000,"coliscanEasygel","directplating","directplating"
"1377","bes_1157","grabsample","none",2800,"coliscanEasygel","directplating","directplating"
"1378","bes_1144","grabsample","none",1400,"coliscanEasygel","directplating","directplating"
"1379","bes_1140","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"1380","bes_1148","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"1381","bes_955","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1382","bes_948","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1383","bes_1235","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"1384","bes_1246","grabsample","none",9700,"coliscanEasygel","directplating","directplating"
"1385","bes_1245","grabsample","none",4500,"coliscanEasygel","directplating","directplating"
"1386","bes_1238","grabsample","none",1200,"coliscanEasygel","directplating","directplating"
"1387","bes_1231","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1388","bes_1233","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"1389","bes_1242","grabsample","none",1800,"coliscanEasygel","directplating","directplating"
"1390","bes_1234","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"1391","bes_1243","grabsample","none",1800,"coliscanEasygel","directplating","directplating"
"1392","bes_1241","grabsample","none",1500,"coliscanEasygel","directplating","directplating"
"1393","bes_1219","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1394","bes_1240","grabsample","none",1400,"coliscanEasygel","directplating","directplating"
"1395","bes_1230","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1396","bes_1224","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1397","bes_1223","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1398","bes_1221","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1399","bes_1226","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1400","bes_1229","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1401","bes_1239","grabsample","none",1300,"coliscanEasygel","directplating","directplating"
"1402","bes_1220","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1403","bes_1232","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1404","bes_1237","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"1405","bes_1225","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1406","bes_1236","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"1407","bes_1228","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1408","bes_1227","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1409","bes_1244","grabsample","none",3500,"coliscanEasygel","directplating","directplating"
"1410","bes_1217","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1411","bes_447","grabsample","none",1040,"coliscanEasygel","directplating","directplating"
"1412","bes_398","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1413","bes_401","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1414","bes_399","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1415","bes_921","grabsample","none",160,"coliscanEasygel","directplating","directplating"
"1416","bes_942","grabsample","none",360,"coliscanEasygel","directplating","directplating"
"1417","bes_920","grabsample","none",160,"coliscanEasygel","directplating","directplating"
"1418","bes_962","grabsample","none",940,"coliscanEasygel","directplating","directplating"
"1419","bes_1163","grabsample","none",3500,"coliscanEasygel","directplating","directplating"
"1420","bes_1151","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"1421","bes_1183","grabsample","none",11600,"coliscanEasygel","directplating","directplating"
"1422","bes_1152","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"1423","bes_458","grabsample","none",1400,"coliscanEasygel","directplating","directplating"
"1424","bes_546","grabsample","none",9400,"coliscanEasygel","directplating","directplating"
"1425","bes_490","grabsample","none",2900,"coliscanEasygel","directplating","directplating"
"1426","bes_525","grabsample","none",6000,"coliscanEasygel","directplating","directplating"
"1427","bes_469","grabsample","none",1900,"coliscanEasygel","directplating","directplating"
"1428","bes_500","grabsample","none",3600,"coliscanEasygel","directplating","directplating"
"1429","bes_508","grabsample","none",4400,"coliscanEasygel","directplating","directplating"
"1430","bes_403","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1431","bes_474","grabsample","none",2100,"coliscanEasygel","directplating","directplating"
"1432","bes_407","grabsample","none",360,"coliscanEasygel","directplating","directplating"
"1433","bes_435","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1434","bes_411","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1435","bes_374","grabsample","none",0.997,"coliscanEasygel","directplating","directplating"
"1436","bes_445","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"1437","bes_420","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1438","bes_557","grabsample","none",15500,"coliscanEasygel","directplating","directplating"
"1439","bes_564","grabsample","none",19300,"coliscanEasygel","directplating","directplating"
"1440","bes_404","grabsample","none",280,"coliscanEasygel","directplating","directplating"
"1441","bes_446","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"1442","bes_410","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1443","bes_452","grabsample","none",1200,"coliscanEasygel","directplating","directplating"
"1444","bes_429","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"1445","bes_414","grabsample","none",480,"coliscanEasygel","directplating","directplating"
"1446","bes_397","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1447","bes_416","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1448","bes_457","grabsample","none",1400,"coliscanEasygel","directplating","directplating"
"1449","bes_422","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1450","bes_413","grabsample","none",460,"coliscanEasygel","directplating","directplating"
"1451","bes_417","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1452","bes_437","grabsample","none",720,"coliscanEasygel","directplating","directplating"
"1453","bes_423","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1454","bes_428","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"1455","bes_415","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1456","bes_373","grabsample","none",0.962,"coliscanEasygel","directplating","directplating"
"1457","bes_412","grabsample","none",460,"coliscanEasygel","directplating","directplating"
"1458","bes_488","grabsample","none",2800,"coliscanEasygel","directplating","directplating"
"1459","bes_406","grabsample","none",320,"coliscanEasygel","directplating","directplating"
"1460","bes_973","grabsample","none",2240,"coliscanEasygel","directplating","directplating"
"1461","bes_956","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1462","bes_988","grabsample","none",14400,"coliscanEasygel","directplating","directplating"
"1463","bes_923","grabsample","none",160,"coliscanEasygel","directplating","directplating"
"1464","bes_932","grabsample","none",240,"coliscanEasygel","directplating","directplating"
"1465","bes_982","grabsample","none",3348,"coliscanEasygel","directplating","directplating"
"1466","bes_944","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1467","bes_987","grabsample","none",8320,"coliscanEasygel","directplating","directplating"
"1468","bes_945","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1469","bes_971","grabsample","none",2000,"coliscanEasygel","directplating","directplating"
"1470","bes_966","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"1471","bes_968","grabsample","none",1450,"coliscanEasygel","directplating","directplating"
"1472","bes_951","grabsample","none",580,"coliscanEasygel","directplating","directplating"
"1473","bes_922","grabsample","none",160,"coliscanEasygel","directplating","directplating"
"1474","bes_924","grabsample","none",180,"coliscanEasygel","directplating","directplating"
"1475","bes_919","grabsample","none",140,"coliscanEasygel","directplating","directplating"
"1476","bes_958","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1477","bes_1172","grabsample","none",4800,"coliscanEasygel","directplating","directplating"
"1478","bes_911","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1479","bes_936","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1480","bes_1159","grabsample","none",3000,"coliscanEasygel","directplating","directplating"
"1481","bes_961","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"1482","bes_981","grabsample","none",3100,"coliscanEasygel","directplating","directplating"
"1483","bes_946","grabsample","none",420,"coliscanEasygel","directplating","directplating"
"1484","bes_1174","grabsample","none",5400,"coliscanEasygel","directplating","directplating"
"1485","bes_1147","grabsample","none",2000,"coliscanEasygel","directplating","directplating"
"1486","bes_943","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1487","bes_1189","grabsample","none",15100,"coliscanEasygel","directplating","directplating"
"1488","bes_1162","grabsample","none",3400,"coliscanEasygel","directplating","directplating"
"1489","bes_912","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1490","bes_1173","grabsample","none",5000,"coliscanEasygel","directplating","directplating"
"1491","bes_1198","grabsample","none",36400,"coliscanEasygel","directplating","directplating"
"1492","bes_985","grabsample","none",5200,"coliscanEasygel","directplating","directplating"
"1493","bes_1153","grabsample","none",2400,"coliscanEasygel","directplating","directplating"
"1494","bes_938","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1495","bes_931","grabsample","none",220,"coliscanEasygel","directplating","directplating"
"1496","bes_1166","grabsample","none",4200,"coliscanEasygel","directplating","directplating"
"1497","bes_1167","grabsample","none",4200,"coliscanEasygel","directplating","directplating"
"1498","bes_1164","grabsample","none",3800,"coliscanEasygel","directplating","directplating"
"1499","bes_916","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1500","bes_1161","grabsample","none",3200,"coliscanEasygel","directplating","directplating"
"1501","bes_1169","grabsample","none",4400,"coliscanEasygel","directplating","directplating"
"1502","bes_1179","grabsample","none",7400,"coliscanEasygel","directplating","directplating"
"1503","bes_1195","grabsample","none",32000,"coliscanEasygel","directplating","directplating"
