"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"229","ccu_571","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"230","ccu_632","grabsample","none",700,"ccu","directplating","directplating",NA,NA,NA,NA,5233,"ccu","directplating","directplating"
"231","ccu_570","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"232","ccu_575","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"233","ccu_614","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"234","ccu_600","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"235","ccu_573","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"236","ccu_630","grabsample","none",200,"ccu","directplating","directplating",NA,NA,NA,NA,467,"ccu","directplating","directplating"
"237","ccu_598","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"238","ccu_572","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"239","ccu_5527","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"240","ccu_5524","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,1067,"ccu","directplating","directplating"
"241","ccu_5523","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"242","ccu_5570","grabsample","none",200,"ccu","directplating","directplating",NA,NA,NA,NA,1367,"ccu","directplating","directplating"
"243","ccu_5526","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"244","ccu_5550","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"245","ccu_5521","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,157,"ccu","directplating","directplating"
"246","ccu_5525","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"247","ccu_5522","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"248","ccu_5528","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"249","ccu_5517","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"250","ccu_5529","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"251","ccu_5520","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"252","ccu_5551","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,300,"ccu","directplating","directplating"
"253","ccu_5571","grabsample","none",200,"ccu","directplating","directplating",NA,NA,NA,NA,600,"ccu","directplating","directplating"
"254","ccu_5546","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"255","ccu_5549","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"256","ccu_5516","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"257","ccu_5547","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"258","ccu_5561","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"259","ccu_5548","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"260","ccu_5519","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,66,"ccu","directplating","directplating"
"261","ccu_5518","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"262","ccu_628","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"263","ccu_601","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"264","ccu_624","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"265","ccu_578","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"266","ccu_604","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"267","ccu_579","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"268","ccu_627","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"269","ccu_602","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"270","ccu_603","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"271","ccu_581","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"272","ccu_616","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"273","ccu_583","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,567,"ccu","directplating","directplating"
"274","ccu_605","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"275","ccu_585","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,900,"ccu","directplating","directplating"
"276","ccu_589","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"277","ccu_582","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"278","ccu_580","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"279","ccu_584","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"280","ccu_586","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"281","ccu_617","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"282","ccu_587","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"283","ccu_588","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,600,"ccu","directplating","directplating"
"284","ccu_590","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"285","ccu_5562","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"286","ccu_5563","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"287","ccu_5557","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"288","ccu_5556","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,300,"ccu","directplating","directplating"
"289","ccu_5530","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"290","ccu_5552","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"291","ccu_5566","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"292","ccu_5555","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,700,"ccu","directplating","directplating"
"293","ccu_5553","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"294","ccu_5572","grabsample","none",200,"ccu","directplating","directplating",NA,NA,NA,NA,333,"ccu","directplating","directplating"
"295","ccu_5554","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"296","ccu_606","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"297","ccu_592","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"298","ccu_629","grabsample","none",167,"ccu","directplating","directplating",NA,NA,NA,NA,1500,"ccu","directplating","directplating"
"299","ccu_634","grabsample","none",2633,"ccu","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"300","ccu_591","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"301","ccu_593","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"302","ccu_618","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"303","ccu_607","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"304","ccu_631","grabsample","none",267,"ccu","directplating","directplating",NA,NA,NA,NA,567,"ccu","directplating","directplating"
"305","ccu_608","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"306","ccu_609","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"307","ccu_4648","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"308","ccu_1696","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"309","ccu_4500","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"310","ccu_4499","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"311","ccu_4671","grabsample","none",767,"ccu","directplating","directplating",NA,NA,NA,NA,1000,"ccu","directplating","directplating"
"312","ccu_4490","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"313","ccu_4491","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"314","ccu_4486","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"315","ccu_4498","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"316","ccu_4488","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"317","ccu_4483","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"318","ccu_4501","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"319","ccu_4497","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"320","ccu_4489","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"321","ccu_4487","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"322","ccu_4484","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"323","ccu_4492","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"324","ccu_4485","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"325","ccu_4493","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"326","ccu_4494","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,300,"ccu","directplating","directplating"
"327","ccu_4496","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"328","ccu_4495","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"329","ccu_639","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"330","ccu_781","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"331","ccu_637","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"332","ccu_806","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,266,"ccu","directplating","directplating"
"333","ccu_635","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,34,"ccu","directplating","directplating"
"334","ccu_646","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"335","ccu_799","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,600,"ccu","directplating","directplating"
"336","ccu_640","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"337","ccu_642","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"338","ccu_636","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"339","ccu_644","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"340","ccu_647","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,366,"ccu","directplating","directplating"
"341","ccu_643","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"342","ccu_798","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"343","ccu_649","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
